WeatherPy_Database.csv,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,Jesup,US,31.61,-81.89,64.99,68,1,6.93,clear sky
359,Tinskoy,RU,56.15,96.92,38.8,75,0,4.05,clear sky
360,Muroto,JP,33.28,134.15,76.33,72,58,7.54,broken clouds
361,Mandi Bahauddin,PK,32.58,73.48,82.08,20,0,3.94,clear sky
362,Praia,CV,14.92,-23.51,82.4,61,40,13.87,scattered clouds
363,Buckeye,US,33.37,-112.58,69.8,11,0,5.28,clear sky
364,Marmaris,TR,36.85,28.27,84.2,58,0,10.29,clear sky
365,Wright,US,45.18,-93.95,42.01,100,0,5.79,clear sky
366,Axim,GH,4.87,-2.24,81.14,73,39,11.36,scattered clouds
367,Comarapa,BO,-17.9,-64.48,77.81,40,10,8.77,clear sky
368,North Valley,US,35.17,-106.62,57.99,38,1,8.05,clear sky
369,Tilichiki,RU,60.47,166.1,30.02,93,0,4.12,clear sky
370,Manta,EC,-0.95,-80.73,73.4,83,75,5.82,broken clouds
371,Pisz,PL,53.63,21.81,60.8,93,40,10.29,light rain
372,Vila Velha,BR,-20.33,-40.29,82.99,78,75,13.87,broken clouds
373,Berdigestyakh,RU,62.1,126.7,28.17,98,75,5.03,broken clouds
374,Hatillo,PR,18.49,-66.83,86.0,66,75,10.29,broken clouds
375,Inzer,RU,54.22,57.56,39.34,81,84,0.58,broken clouds
376,Vestmannaeyjar,IS,63.44,-20.27,44.6,75,20,14.99,few clouds
377,Kutum,SD,14.2,24.67,87.67,27,52,6.06,broken clouds
378,Sarankhola,BD,22.31,89.79,79.83,91,95,3.94,overcast clouds
379,Methoni,GR,36.82,21.7,82.99,61,20,5.82,few clouds
380,Sola,VU,-13.88,167.55,78.48,85,59,19.55,broken clouds
381,Sundsvall,SE,62.39,17.31,57.99,82,100,14.99,overcast clouds
382,Altar,MX,30.7,-111.82,86.22,14,0,1.81,clear sky
383,Chowchilla,US,37.12,-120.26,62.6,93,1,1.43,mist
384,Yar-Sale,RU,66.83,70.83,36.16,81,100,17.47,overcast clouds
385,Sungaipenuh,ID,-2.08,101.38,66.4,93,67,2.37,broken clouds
386,Talnakh,RU,69.49,88.4,26.6,92,40,6.71,scattered clouds
387,Cidreira,BR,-30.18,-50.21,59.14,84,100,24.96,light rain
388,Havoysund,NO,71.0,24.66,50.0,76,0,10.29,clear sky
389,Humaita,BR,-7.51,-63.02,101.97,35,24,2.19,few clouds
390,San Ignacio,BZ,17.16,-89.07,80.01,88,75,6.93,broken clouds
391,Moose Jaw,CA,50.4,-105.53,39.2,80,75,9.17,broken clouds
392,Itaituba,BR,-4.28,-55.98,99.23,37,15,3.49,few clouds
393,Naryan-Mar,RU,67.67,53.09,37.89,78,100,12.46,overcast clouds
394,Vadso,NO,70.07,29.75,46.4,87,0,10.29,clear sky
395,Taoudenni,ML,22.68,-3.98,104.86,15,33,7.52,scattered clouds
396,Chiredzi,ZW,-21.05,31.67,94.15,27,40,11.5,scattered clouds
397,Dhana,IN,23.75,78.85,74.21,50,100,2.84,overcast clouds
398,Sagay,PH,10.94,123.42,82.35,75,100,3.36,light rain
399,Slave Lake,CA,55.28,-114.77,60.8,63,75,10.29,broken clouds
400,Isangel,VU,-19.55,169.27,69.31,79,3,10.2,clear sky
401,Jinka,ET,5.65,36.65,72.16,65,38,1.81,light rain
402,Ilhabela,BR,-23.78,-45.36,71.49,89,99,9.8,overcast clouds
403,Tiznit,MA,29.58,-9.5,76.98,42,3,10.27,clear sky
404,Calvinia,ZA,-31.47,19.78,74.1,19,0,10.8,clear sky
405,Ailigandi,PA,9.23,-78.02,83.59,70,52,8.66,broken clouds
406,Aklavik,CA,68.22,-135.01,39.2,93,75,5.82,broken clouds
407,Tigre,AR,-34.43,-58.58,59.0,67,40,17.22,scattered clouds
408,Dharchula,IN,29.85,80.53,64.13,48,0,4.99,clear sky
409,Satana,IN,20.58,74.2,75.11,79,92,6.46,overcast clouds
410,Kapoeta,SS,4.77,33.59,90.16,35,23,5.64,few clouds
411,Luanda,AO,-8.84,13.23,78.8,74,40,9.17,scattered clouds
412,El Tigre,VE,8.89,-64.25,85.69,62,13,10.18,few clouds
413,Trebinje,BA,42.71,18.34,71.6,53,20,4.7,few clouds
414,Margate,GB,51.38,1.39,54.0,78,100,4.0,overcast clouds
415,Atar,MR,20.52,-13.05,93.47,29,98,10.16,overcast clouds
416,Morgan City,US,29.7,-91.21,68.0,82,1,5.82,clear sky
417,High Level,CA,58.52,-117.14,55.4,47,75,8.05,broken clouds
418,Kamenka,RU,51.32,42.77,64.0,44,1,6.82,clear sky
419,Olafsvik,IS,64.89,-23.71,43.03,85,96,11.65,overcast clouds
420,Gaillac,FR,43.9,1.9,60.01,67,75,14.99,broken clouds
421,Kisangani,CD,0.52,25.2,87.8,62,40,4.7,scattered clouds
422,Pedernales,DO,18.04,-71.74,78.8,94,75,6.93,moderate rain
423,Mariestad,SE,58.71,13.82,57.99,84,100,11.41,mist
424,Belen,TR,36.49,36.22,86.0,27,0,10.29,clear sky
425,Madera,US,37.17,-119.83,71.01,37,0,1.01,clear sky
426,Kalmar,SE,56.66,16.36,61.0,100,100,8.05,moderate rain
427,Faya,SA,18.39,42.45,77.0,53,40,11.41,scattered clouds
428,Kirillov,RU,59.86,38.38,57.2,62,86,6.71,overcast clouds
429,Dali,CN,25.7,100.18,62.85,84,19,4.56,few clouds
430,Shitanjing,CN,39.23,106.34,41.32,50,98,4.63,overcast clouds
431,Raichur,IN,16.2,77.37,78.94,72,100,6.06,overcast clouds
432,Trairi,BR,-3.28,-39.27,88.23,51,4,16.28,clear sky
433,Leopold,AU,-38.18,144.47,51.8,100,90,17.22,overcast clouds
434,Kloulklubed,PW,7.04,134.26,78.8,88,75,6.93,broken clouds
435,Sambava,MG,-14.27,50.17,74.39,79,12,5.39,few clouds
436,Bodden Town,KY,19.28,-81.25,82.0,94,75,10.29,broken clouds
437,Turtas,RU,58.94,69.13,30.56,95,98,6.4,overcast clouds
438,Belaya Gora,RU,68.53,146.42,29.35,80,100,4.81,overcast clouds
439,Alyangula,AU,-13.85,136.42,77.0,83,4,8.37,clear sky
440,Tezu,IN,27.92,96.17,76.6,82,77,3.58,light rain
441,Werda,BW,-25.27,23.28,90.5,10,11,1.52,few clouds
442,Maine-Soroa,NE,13.21,12.02,102.92,16,13,8.19,few clouds
443,Surt,LY,31.21,16.59,94.78,25,0,13.24,clear sky
444,Belyy Yar,RU,53.6,91.39,39.2,70,22,3.02,few clouds
445,Careiro Da Varzea,BR,-3.2,-59.81,78.8,88,75,2.24,light rain
446,Japura,ID,-0.32,102.35,75.47,88,78,1.57,broken clouds
447,Kindu,CD,-2.95,25.95,80.51,86,100,1.23,light rain
448,Haines Junction,CA,60.75,-137.51,35.82,85,100,2.01,overcast clouds
449,Belle Fourche,US,44.67,-103.85,52.0,38,1,3.56,clear sky
450,Tadine,NC,-21.55,167.88,67.96,80,10,12.84,clear sky
451,Piranhas,BR,-16.43,-51.82,105.42,11,4,7.96,clear sky
452,La Palma,US,33.85,-118.05,64.4,77,1,0.76,haze
453,Boende,CD,-0.22,20.87,74.55,91,100,3.31,overcast clouds
454,Caborca,MX,30.58,-111.1,82.99,15,0,3.96,clear sky
455,Beloha,MG,-25.17,45.05,66.88,66,71,16.49,broken clouds
456,Yulara,AU,-25.24,130.99,57.2,71,90,17.22,overcast clouds
457,Fort Nelson,CA,58.81,-122.7,41.0,93,90,4.7,overcast clouds
458,Sale,MA,34.04,-6.82,72.0,56,3,13.87,clear sky
459,Namibe,AO,-15.2,12.15,73.4,60,70,13.87,broken clouds
460,Dingle,PH,11.0,122.67,77.58,88,95,2.19,overcast clouds
461,Sovkhoznyy,RU,45.29,38.11,78.01,60,93,6.71,overcast clouds
462,Carangola,BR,-20.73,-42.03,78.3,69,92,5.91,overcast clouds
463,Ngunguru,NZ,-35.62,174.5,48.99,92,9,3.0,clear sky
464,Great Yarmouth,GB,52.61,1.73,52.0,98,100,14.0,light rain
465,Gao,ML,16.64,1.64,99.16,22,91,6.89,overcast clouds
466,Vanavara,RU,60.34,102.28,38.5,92,100,7.29,overcast clouds
467,Flinders,AU,-34.58,150.86,61.0,82,3,1.01,clear sky
468,Cordoba,AR,-31.41,-64.18,53.01,57,100,4.7,overcast clouds
469,Segezha,RU,63.74,34.32,52.16,84,78,10.8,broken clouds
470,Kommunar,RU,59.62,30.39,52.0,81,75,11.18,light intensity shower rain
471,Nikki,BJ,9.94,3.21,85.39,64,63,0.74,broken clouds
472,Aksu,CN,41.12,80.26,61.39,30,82,3.36,broken clouds
473,Alekseyevka,RU,50.63,38.69,60.96,29,0,8.39,clear sky
474,Changji,CN,44.02,87.32,59.0,24,24,2.24,few clouds
475,Ardakan,IR,32.31,54.02,84.2,17,20,2.24,few clouds
476,Thunder Bay,CA,48.4,-89.32,39.99,100,75,3.36,broken clouds
477,Pisco,PE,-13.7,-76.22,63.0,77,20,6.93,few clouds
478,Sayyan,YE,15.17,44.32,66.51,26,0,10.36,clear sky
479,Surgut,RU,61.25,73.42,33.8,100,75,13.42,broken clouds
480,Chipinge,ZW,-20.19,32.62,82.53,35,34,10.22,scattered clouds
481,Waverly,US,42.74,-84.62,48.2,87,75,6.93,broken clouds
482,Carahue,CL,-38.7,-73.17,41.0,100,75,3.36,broken clouds
483,Lososina,RU,49.0,140.31,47.01,77,38,5.35,scattered clouds
484,Cruzeiro Do Sul,BR,-29.51,-51.99,63.0,87,100,4.0,overcast clouds
485,Buala,SB,-8.14,159.59,79.32,78,3,2.98,clear sky
486,Awjilah,LY,29.11,21.29,102.92,12,0,6.69,clear sky
487,Bouna,CI,9.27,-3.0,83.59,72,87,4.09,moderate rain
488,Gizo,SB,-8.1,156.84,81.48,77,1,8.99,clear sky
489,Mogadishu,SO,2.04,45.34,82.4,69,75,16.11,broken clouds
490,Goderich,CA,43.75,-81.72,46.99,78,100,4.0,overcast clouds
491,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,68.38,57,97,6.29,overcast clouds
492,Vlasikha,RU,53.3,83.57,50.0,71,73,8.95,broken clouds
493,Bourail,NC,-21.57,165.48,65.73,83,0,9.4,clear sky
494,Atkinson,US,42.84,-71.15,57.0,66,1,4.7,clear sky
495,Hasaki,JP,35.73,140.83,69.8,88,75,5.82,broken clouds
496,Boguchany,RU,58.38,97.45,38.75,78,78,4.63,broken clouds
497,Ballarat,AU,-37.57,143.85,52.0,93,100,1.99,light rain
498,Kununurra,AU,-15.77,128.73,80.6,78,75,5.82,broken clouds
499,Ahipara,NZ,-35.17,173.17,51.53,82,0,4.03,clear sky
500,Durban,ZA,-29.86,31.03,69.8,77,90,9.17,overcast clouds
501,Honiara,SB,-9.43,159.95,73.4,100,20,4.7,few clouds
502,Eureka,US,40.8,-124.16,55.0,97,72,1.01,broken clouds
503,Novobirilyussy,RU,56.95,90.67,41.63,79,94,5.91,overcast clouds
504,Usogorsk,RU,63.41,48.69,35.08,86,48,4.56,scattered clouds
505,Kawalu,ID,-7.38,108.21,71.02,91,88,2.33,light rain
506,Berlin,DE,52.52,13.41,66.0,45,27,16.11,scattered clouds
507,Boali,CF,4.8,18.13,86.0,70,75,4.7,thunderstorm with light rain
508,Karczew,PL,52.08,21.25,68.0,68,57,5.82,broken clouds
509,Pampa,US,35.54,-100.96,62.6,39,1,6.93,clear sky
510,Vallenar,CL,-28.57,-70.76,76.48,18,100,5.12,overcast clouds
511,Timra,SE,62.49,17.33,57.99,82,100,14.99,overcast clouds
512,Ketchikan,US,55.34,-131.65,51.8,100,90,6.93,overcast clouds
513,Port Hardy,CA,50.7,-127.42,55.4,100,90,3.36,mist
514,Ena,JP,35.45,137.41,72.0,95,98,1.99,overcast clouds
515,Kandrian,PG,-6.22,149.55,77.79,88,65,6.38,broken clouds
516,Noumea,NC,-22.28,166.46,64.4,93,75,3.36,broken clouds
517,Helmstedt,DE,52.23,11.01,59.0,54,90,11.41,overcast clouds
518,Araouane,ML,18.9,-3.53,95.72,30,100,2.13,overcast clouds
519,Hamilton,US,39.18,-84.53,61.0,62,90,9.17,overcast clouds
520,Turukhansk,RU,65.82,87.98,36.05,96,100,17.0,light rain
521,Chauk,MM,20.88,94.82,81.95,77,84,10.63,moderate rain
522,Tura,IN,25.52,90.22,74.26,92,7,2.84,clear sky
523,Cove,BJ,7.22,2.34,83.1,77,88,5.12,moderate rain
524,San Jeronimo,PE,-11.95,-75.28,55.2,49,57,2.06,broken clouds
525,Derazhnya,UA,49.27,27.43,68.49,64,28,13.89,light rain
526,Tena,EC,-0.98,-77.82,66.2,88,90,3.36,overcast clouds
527,Opuwo,NA,-18.06,13.84,96.75,11,60,6.76,broken clouds
528,Evensk,RU,61.95,159.23,35.62,87,100,1.5,overcast clouds
529,Yarmouth,US,41.71,-70.23,64.0,59,1,5.82,clear sky
530,Dubna,RU,56.73,37.17,56.79,63,69,6.98,broken clouds
531,Guarapari,BR,-20.67,-40.5,82.99,78,75,13.87,broken clouds
532,Nivala,FI,63.92,24.97,55.0,76,0,4.0,clear sky
533,Asyut,EG,27.18,31.18,96.8,32,0,14.99,clear sky
534,Bhuj,IN,23.27,69.67,83.37,61,0,9.93,clear sky
535,Riyadh,SA,24.69,46.72,96.8,19,0,3.36,clear sky
536,Porto Belo,BR,-27.16,-48.55,69.01,88,75,10.29,light intensity drizzle
537,Ust-Nera,RU,64.57,143.2,24.62,75,0,5.28,clear sky
538,Hovd,MN,48.01,91.64,39.0,68,0,0.83,clear sky
539,Agadez,NE,19.75,10.25,103.39,11,82,7.61,broken clouds
540,Dudinka,RU,69.41,86.18,26.6,92,40,6.71,scattered clouds
541,Khanpur,PK,28.65,70.66,87.66,16,0,6.13,clear sky
542,Frankfort,ZA,-27.27,28.48,75.22,18,0,7.38,clear sky
543,Rundu,NA,-17.93,19.77,99.72,12,60,5.88,broken clouds
544,Torata,PE,-17.08,-70.84,69.96,23,2,8.14,clear sky
545,Sorong,ID,-0.88,131.25,77.05,90,100,12.59,overcast clouds
546,Salina Cruz,MX,16.17,-95.2,82.51,57,81,21.74,broken clouds
547,Maiduguri,NG,11.85,13.16,97.48,29,19,4.85,few clouds
548,Brzesko,PL,49.97,20.61,70.0,59,0,5.06,clear sky
549,Havre-Saint-Pierre,CA,50.23,-63.6,46.4,65,90,6.93,overcast clouds
550,Katastarion,GR,37.83,20.77,84.2,74,20,9.17,few clouds
551,Maceio,BR,-9.67,-35.74,84.2,62,40,9.17,scattered clouds
552,Sarangani,PH,5.4,125.46,84.72,75,58,11.52,broken clouds
553,Karratha,AU,-20.74,116.85,65.95,26,11,14.85,few clouds
554,Bilibino,RU,68.05,166.44,23.56,96,99,1.74,overcast clouds
555,Kudahuvadhoo,MV,2.67,72.89,82.47,76,91,10.8,overcast clouds
556,Dhidhdhoo,MV,6.88,73.1,82.36,74,36,13.49,scattered clouds
557,Wasilla,US,61.58,-149.44,39.0,93,1,4.7,clear sky
558,Synya,RU,65.37,58.04,31.91,95,80,4.83,broken clouds
559,Seoul,KR,37.57,126.98,53.6,58,20,12.03,light rain
560,Tucumcari,US,35.17,-103.72,48.2,57,1,4.7,clear sky
561,Palmer,US,42.16,-72.33,59.0,100,75,3.36,broken clouds
562,Xinye,CN,32.52,112.35,58.1,62,94,3.24,light rain
563,Soe,ID,-9.86,124.28,63.52,95,76,4.12,broken clouds
564,Orikum,AL,40.33,19.47,79.27,61,100,26.71,overcast clouds
565,Taber,CA,49.82,-112.15,63.0,51,20,16.11,few clouds
566,Warman,CA,52.32,-106.57,44.6,75,75,8.05,broken clouds
567,Pemba,MZ,-12.97,40.52,78.46,79,4,12.01,clear sky
568,Makakilo City,US,21.35,-158.09,75.2,83,1,3.36,clear sky
569,Praia Da Vitoria,PT,38.73,-27.07,75.99,88,75,10.4,broken clouds
570,Nishihara,JP,26.18,127.76,78.8,88,20,4.7,few clouds
571,San Pedro,PH,14.35,121.02,84.2,83,75,2.24,broken clouds
572,Carire,BR,-3.95,-40.47,100.22,24,29,8.52,scattered clouds
573,Adrar,MR,20.5,-10.07,84.36,46,100,8.86,overcast clouds
574,Kerman,IR,30.28,57.08,77.0,15,40,19.46,scattered clouds
575,Champerico,GT,14.3,-91.92,75.2,88,75,1.19,broken clouds
576,Kibondo,TZ,-3.59,30.72,82.26,28,1,5.23,clear sky
577,Aksum,ET,14.12,38.72,67.75,47,67,13.85,broken clouds
578,Marsa Matruh,EG,31.35,27.25,84.2,51,0,6.93,clear sky
579,Abong Mbang,CM,3.98,13.18,79.14,78,97,4.07,moderate rain
580,Mundo Nuevo,MX,18.7,-95.5,79.97,74,68,16.49,light rain
581,Batagay-Alyta,RU,67.8,130.41,25.18,88,66,4.5,broken clouds
582,Gonzalez,US,30.58,-87.29,66.0,68,1,9.17,clear sky
583,Lethem,GY,3.38,-59.8,92.41,48,10,8.95,clear sky
584,Olga,RU,43.74,135.29,53.51,89,76,8.3,moderate rain
585,Emerald,AU,-23.53,148.17,68.0,64,0,11.41,clear sky
586,Suoyarvi,RU,62.08,32.35,53.01,78,90,7.56,overcast clouds
587,Lazaro Cardenas,MX,17.96,-102.2,79.36,69,0,4.03,clear sky
588,Chuguyevka,RU,44.17,133.86,41.22,91,100,4.59,light rain
589,Mallasamudram,IN,11.48,78.03,78.37,66,98,5.5,overcast clouds
590,Christchurch,NZ,-43.53,172.63,53.01,87,55,8.05,broken clouds
591,Caruray,PH,10.31,119.01,81.73,81,100,6.85,light rain
592,Barcelos,PT,41.54,-8.62,66.0,72,75,11.41,broken clouds
593,Batagay,RU,67.63,134.63,29.98,97,100,5.66,overcast clouds
594,Kinshasa,CD,-4.32,15.32,78.8,78,20,5.82,few clouds
595,Cherskiy,RU,68.75,161.3,27.7,93,74,8.23,broken clouds
596,Vilhena,BR,-12.74,-60.15,86.76,45,58,3.76,broken clouds
597,Tubuala,PA,9.52,-79.03,81.0,83,40,3.36,scattered clouds
598,Kenai,US,60.55,-151.26,44.01,85,1,5.82,clear sky
599,Manitouwadge,CA,49.12,-85.84,37.4,64,75,5.82,broken clouds
600,Mulchen,CL,-37.72,-72.23,50.0,66,0,9.17,clear sky
601,Wiarton,CA,44.74,-81.13,44.6,87,90,4.7,moderate rain
602,Buraydah,SA,26.33,43.98,98.6,16,0,4.7,clear sky
603,Kadoma,JP,34.73,135.58,73.99,46,94,10.71,overcast clouds
604,Vincennes,FR,48.85,2.43,59.0,62,75,16.11,broken clouds
605,Erenhot,CN,43.65,111.98,39.72,56,0,7.9,clear sky
606,Huarmey,PE,-10.07,-78.15,67.64,67,45,10.2,scattered clouds
607,Bandrele,YT,-12.91,45.19,80.6,74,34,10.29,scattered clouds
608,Kiruna,SE,67.86,20.23,39.2,100,97,3.36,mist
609,Massakory,TD,13.0,15.73,98.47,25,16,5.21,few clouds
610,Ozernovskiy,RU,51.5,156.52,51.17,89,84,15.41,light rain
611,Vanimo,PG,-2.67,141.3,78.8,85,87,4.63,overcast clouds
612,Silver City,US,32.77,-108.28,60.8,25,1,5.82,clear sky
613,Nicoya,CR,10.15,-85.45,77.0,94,75,3.36,broken clouds
614,Bay Roberts,CA,47.6,-53.26,53.01,100,18,5.99,few clouds
615,Taldan,RU,53.67,124.8,35.11,83,99,8.52,overcast clouds
616,Baiyin,CN,36.56,104.21,57.99,39,75,4.47,broken clouds
617,Buguruslan,RU,53.66,52.44,44.28,68,0,7.81,clear sky
618,Lima,PE,-12.04,-77.03,61.0,87,90,3.36,mist
619,San Borja,BO,-14.82,-66.85,102.81,33,0,1.34,clear sky
620,Kozhevnikovo,RU,56.26,83.97,43.0,89,100,6.82,light rain
621,Sulangan,PH,11.14,123.72,84.96,70,100,6.22,light rain
622,Saint-Pierre,RE,-21.34,55.48,73.4,78,90,13.87,overcast clouds
623,Carutapera,BR,-1.2,-46.02,88.86,55,3,11.18,clear sky
624,Birin,NP,26.89,88.07,78.8,94,75,2.28,broken clouds
625,Kristiansund,NO,63.11,7.73,64.4,52,63,40.26,broken clouds
626,Inirida,CO,3.87,-67.92,90.79,57,82,2.06,broken clouds
627,Moussoro,TD,13.64,16.49,103.14,14,0,6.35,clear sky
628,Natal,BR,-5.79,-35.21,86.0,58,40,10.29,scattered clouds
629,Tukrah,LY,32.53,20.58,92.53,25,0,12.17,clear sky
630,Sinnamary,GF,5.38,-52.95,83.59,79,6,7.63,clear sky
631,Samana,DO,19.21,-69.34,80.6,88,75,6.69,broken clouds
632,Livingston,GB,55.9,-3.52,61.0,82,100,12.75,overcast clouds
633,North Bend,US,43.41,-124.22,57.2,93,90,9.17,overcast clouds
634,Bambanglipuro,ID,-7.95,110.28,76.55,84,97,11.32,overcast clouds
635,Iskateley,RU,67.68,53.15,37.8,78,100,12.53,overcast clouds
636,Ostrovnoy,RU,68.05,39.51,44.33,85,1,18.86,clear sky
637,Ranghulu,CN,46.65,124.87,44.83,80,100,21.27,overcast clouds
638,Westport,US,41.14,-73.36,62.01,58,1,8.05,clear sky
639,Mehamn,NO,71.04,27.85,44.91,81,1,1.23,clear sky
640,Korla,CN,41.76,86.15,58.06,32,69,1.81,broken clouds
641,Vostok,RU,46.49,135.88,40.73,76,100,4.63,overcast clouds
642,Dunedin,NZ,-45.87,170.5,48.99,88,73,8.01,broken clouds
643,Mathbaria,BD,22.29,89.96,80.37,89,83,4.52,broken clouds
644,Tessalit,ML,20.2,1.01,100.13,17,92,5.21,overcast clouds
645,Gavrilovka Vtoraya,RU,52.88,42.77,57.92,54,0,6.64,clear sky
646,Mitu,CO,1.2,-70.17,86.63,67,14,2.06,light rain
647,Bonavista,CA,48.65,-53.11,51.01,79,33,5.99,scattered clouds
648,Husavik,IS,66.04,-17.34,53.6,66,90,8.05,overcast clouds
649,Niteroi,BR,-22.88,-43.1,77.0,83,90,12.75,light intensity drizzle
650,Kormilovka,RU,55.0,74.1,39.2,44,40,8.95,scattered clouds
651,Caravelas,BR,-17.71,-39.25,81.32,61,76,6.69,broken clouds
652,Port-Gentil,GA,-0.72,8.78,82.4,78,75,17.22,broken clouds
653,Mogapinyana,BW,-22.37,27.6,80.6,57,69,4.7,broken clouds
654,Mgandu,TZ,-5.95,34.13,84.06,14,15,9.57,few clouds
655,Mangrol,IN,21.12,70.12,81.37,78,1,9.75,clear sky
656,Feijo,BR,-8.16,-70.35,92.97,43,46,2.93,scattered clouds
657,Ayan,RU,56.45,138.17,42.51,63,100,15.66,overcast clouds
658,Espirito Santo Do Pinhal,BR,-22.12,-46.68,92.16,31,25,9.22,scattered clouds
659,Pangody,RU,65.85,74.49,32.61,97,100,15.75,overcast clouds
660,Tsaratanana,MG,-16.78,47.65,84.6,48,59,1.43,light rain
661,Promyshlennyy,RU,67.58,63.92,34.39,93,100,17.65,overcast clouds
662,Yertsevo,RU,60.8,40.09,48.33,90,100,6.6,overcast clouds
663,Pandaria,IN,22.23,81.42,76.87,84,97,5.17,light rain
664,Emba,KZ,48.83,58.14,57.92,47,0,8.34,clear sky
665,Salaga,GH,8.55,-0.52,85.46,70,76,3.49,light rain
666,Zhangzhou,CN,24.51,117.66,80.6,83,1,6.71,clear sky
667,Umm Lajj,SA,25.02,37.27,85.06,67,0,8.03,clear sky
668,Pontianak,ID,-0.03,109.33,75.74,93,100,5.06,overcast clouds
669,Moose Factory,CA,51.26,-80.61,39.2,75,90,5.82,overcast clouds
670,Neos Marmaras,GR,40.1,23.78,75.99,69,49,6.91,scattered clouds
671,Kakching,IN,24.48,93.98,71.82,93,97,1.79,light rain
672,Saint-Louis,SN,16.33,-15.0,84.4,52,96,11.07,overcast clouds
673,Sibenik,HR,43.73,15.91,73.4,49,0,9.17,clear sky
674,Hohhot,CN,40.81,111.65,33.8,59,9,6.71,clear sky
675,Bonfim,BR,3.08,-59.95,91.15,50,12,6.08,few clouds
676,Srandakan,ID,-7.94,110.25,76.6,84,96,11.16,overcast clouds
677,Vaitape,PF,-16.52,-151.75,77.68,77,4,15.97,clear sky
678,Abha,SA,18.22,42.51,77.0,53,40,11.41,scattered clouds
679,Nizhnyaya Poyma,RU,56.16,97.19,38.23,77,4,3.96,clear sky
680,Toamasina,MG,-18.17,49.38,77.0,94,20,10.29,few clouds
681,Mareeba,AU,-17.0,145.43,73.4,64,75,6.93,broken clouds
682,Ambulu,ID,-8.35,113.61,75.85,85,100,3.85,overcast clouds
683,Arrecife,ES,28.96,-13.55,78.8,50,20,17.22,few clouds
684,Rancho Palos Verdes,US,33.74,-118.39,64.4,93,1,3.36,smoke
685,Marau,BR,-28.45,-52.2,73.11,67,85,7.94,overcast clouds
686,Buin,CL,-33.73,-70.75,50.0,53,0,3.36,clear sky
687,Banswada,IN,18.38,77.88,75.45,74,100,4.54,overcast clouds
688,Saiha,IN,22.48,92.97,71.71,94,100,1.74,light rain
689,Mangai,CD,-4.05,19.53,87.22,49,99,3.78,overcast clouds
690,Shkoder,AL,42.07,19.51,77.0,73,75,8.05,broken clouds
691,Bedesa,ET,8.9,40.78,64.78,49,23,4.0,few clouds
692,Sidhi,IN,24.42,81.88,79.39,81,95,3.11,overcast clouds
693,Kulhudhuffushi,MV,6.62,73.07,82.38,75,31,13.65,scattered clouds
694,Ca Mau,VN,9.18,105.15,78.78,89,100,2.42,overcast clouds
695,Sukhumi,GE,43.0,41.02,67.32,77,19,3.89,few clouds
696,Wanaka,NZ,-44.7,169.15,48.6,78,73,7.65,broken clouds
697,Ishigaki,JP,24.34,124.16,80.24,74,7,15.41,clear sky
698,Ahuimanu,US,21.44,-157.84,78.8,69,1,8.05,clear sky
699,Dakar,SN,14.69,-17.44,87.8,74,40,9.17,scattered clouds
700,Hami,CN,42.8,93.45,57.45,29,0,7.94,clear sky
701,Nalvo,PH,16.81,120.51,74.59,86,4,2.89,clear sky
702,Gazojak,TM,41.19,61.4,62.4,28,0,11.81,clear sky
703,Namasuba,UG,0.69,32.42,67.53,90,89,4.23,moderate rain
704,Cockburn Town,TC,21.46,-71.14,83.32,75,0,22.46,clear sky
705,Maragogi,BR,-9.01,-35.22,80.83,69,49,11.3,scattered clouds
706,Grindavik,IS,63.84,-22.43,44.6,75,75,14.99,broken clouds
